transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,Georeference
03/20/2025 12:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,120,65,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 02:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Seniors & Disability,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 02:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 7-Day,39,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 04:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,188,79,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 04:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Fair Fare,5,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 04:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,4,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 05:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,10,2,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 05:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,6,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 06:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 7-Day,38,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 08:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Seniors & Disability,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 09:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Seniors & Disability,1,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 10:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 05:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,6,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 06:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Students,5,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 07:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,2,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 08:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 30-Day,8,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 08:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,23,5,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 10:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Seniors & Disability,8,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 10:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Seniors & Disability,10,2,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 11:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 7-Day,36,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 11:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,102,45,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 12:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,3,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 12:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Seniors & Disability,4,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 01:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Other,2,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 01:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,3,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 02:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 7-Day,43,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 02:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,5,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 03:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,6,2,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 03:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Students,7,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 04:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Other,6,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 05:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,135,36,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 06:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Seniors & Disability,4,3,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 06:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 30-Day,28,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 07:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Seniors & Disability,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 07:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,86,33,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 08:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Students,2,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 09:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Full Fare,2,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 09:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 7-Day,6,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 09:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Students,4,4,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 11:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Seniors & Disability,1,1,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 07:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Other,1,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 07:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Fair Fare,6,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 07:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Full Fare,14,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 08:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,4,4,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 08:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Other,10,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 09:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Other,3,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 09:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Seniors & Disability,4,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 10:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Fair Fare,2,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 10:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Full Fare,19,2,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 11:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Fair Fare,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 02:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Full Fare,44,12,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 03:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Full Fare,30,3,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 04:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 7-Day,47,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 06:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,9,5,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 06:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,6,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 07:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,6,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 01:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,1,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 05:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 10:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,6,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 11:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Full Fare,10,1,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 11:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 7-Day,24,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 11:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,109,30,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 12:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Seniors & Disability,3,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 01:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Full Fare,26,1,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 01:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Seniors & Disability,6,1,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 04:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,6,2,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 04:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Other,4,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 05:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Seniors & Disability,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 06:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,169,32,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 06:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,11,3,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 07:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,156,43,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 07:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Seniors & Disability,2,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 08:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Fair Fare,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 09:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Full Fare,6,4,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 09:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,2,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 05:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Full Fare,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 05:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Other,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 06:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Other,3,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 06:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 30-Day,3,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 06:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,1,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 06:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Other,2,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 07:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Seniors & Disability,4,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 08:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,3,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 09:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Students,5,3,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 10:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,64,10,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 11:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,2,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 11:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,2,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 01:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Seniors & Disability,4,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 01:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,123,30,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 02:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Students,6,3,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 04:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 7-Day,47,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 04:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Seniors & Disability,2,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 05:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Fair Fare,4,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 09:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 7-Day,9,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 11:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,11,4,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 11:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,1,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 05:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Fair Fare,1,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 07:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Full Fare,1,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 07:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Other,7,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 08:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Seniors & Disability,6,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 09:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Seniors & Disability,15,4,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 10:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Full Fare,21,14,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 10:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 30-Day,5,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 12:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,5,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 01:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,5,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/20/2025 02:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Fair Fare,2,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 02:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 30-Day,5,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/20/2025 02:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,133,47,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 11:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 7-Day,25,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 11:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,2,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 12:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Full Fare,8,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 01:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Full Fare,13,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 01:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,69,13,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 02:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Other,2,1,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 03:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Other,2,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 03:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Seniors & Disability,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 03:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Students,2,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 04:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 30-Day,13,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 04:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Seniors & Disability,7,2,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 05:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Seniors & Disability,2,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 06:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Full Fare,22,5,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 06:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,183,53,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 07:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 30-Day,22,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 08:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,7,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 09:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 7-Day,12,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 09:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 7-Day,5,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 10:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,29,11,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 11:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Other,1,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 06:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 7-Day,2,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 06:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,2,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 07:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,2,1,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 08:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Fair Fare,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 10:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,1,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 10:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 7-Day,16,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 11:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Full Fare,7,3,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 02:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Full Fare,34,10,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 02:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Unlimited 7-Day,24,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 04:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Full Fare,13,4,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 04:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Full Fare,116,44,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 05:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,79,16,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 06:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,metrocard,Metrocard - Fair Fare,2,2,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 06:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,12,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 06:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Students,6,1,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 07:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 30-Day,5,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 07:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Unlimited 7-Day,30,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 09:00:00 PM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Full Fare,4,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 11:00:00 PM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Students,1,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 12:00:00 AM,tram,TRAM1,RI Tramway (Manhattan),Manhattan,omny,OMNY - Other,1,0,40.761337,-73.96416,POINT (-73.96416 40.761337)
03/24/2025 05:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,metrocard,Metrocard - Fair Fare,1,0,40.75734,-73.95412,POINT (-73.95412 40.75734)
03/24/2025 06:00:00 AM,tram,TRAM2,RI Tramway (Roosevelt),Manhattan,omny,OMNY - Full Fare,20,1,40.75734,-73.95412,POINT (-73.95412 40.75734)
